"","sample_key","metal","cps","rsd","type","site","analyst","mass_of_soil","total_volume","concentration"
"394","87","Cd111",2.75257272557519e-05,17.1485148514851,"Cal3","","",NA,NA,0
"395","87","Cd114",7.71216322210708e-05,4.27722772277228,"Cal3","","",NA,NA,0
"396","87","Cr52",0.0168640955653574,4.02970297029703,"Cal3","","",NA,NA,0
"397","88","Cr52",0.113212486899458,0.886363636363636,"Cal3","","",NA,NA,0.5
"398","88","Cr53",0.0132046354650115,0.590909090909091,"Cal3","","",NA,NA,0.5
"399","88","As75",0.0163768064796493,0.386363636363636,"Cal3","","",NA,NA,0.5
"400","88","Cd111",0.0290166584459139,1.20454545454545,"Cal3","","",NA,NA,0.5
"401","88","Cd114",0.068622768120331,0.318181818181818,"Cal3","","",NA,NA,0.5
"402","88","Pb208",0.0374688507332884,0.840909090909091,"Cal3","","",NA,NA,0.5
"403","89","Cr53",0.0244293815442889,1.75,"Cal3","","",NA,NA,1
"404","89","As75",0.0269088643141694,3.5,"Cal3","","",NA,NA,1
"405","89","Pb208",0.0695996691120448,8.25,"Cal3","","",NA,NA,1
"406","89","Cd111",0.0559131255850404,1.5,"Cal3","","",NA,NA,1
"407","89","Cd114",0.140872281603065,0.75,"Cal3","","",NA,NA,1
"408","89","Cr52",0.203903988070618,1.25,"Cal3","","",NA,NA,1
"409","9","Cr52",0.105619507606532,1.48358454178944,"Sample","MB","ARG",0,50,NA
"410","9","Cr53",0.0127409621781059,1.30057115231035,"Sample","MB","ARG",0,50,NA
"411","9","Cd111",0.000357853125849255,18.742985078175,"Sample","MB","ARG",0,50,NA
"412","9","Cd114",0.0010393003197976,1.25382651788342,"Sample","MB","ARG",0,50,NA
"413","9","Pb208",0.0200253059606874,1.81240981031622,"Sample","MB","ARG",0,50,NA
"414","9","As75",0.00601797218883228,4.84860767189493,"Sample","MB","ARG",0,50,NA
"415","90","Cr52",0.372294543875083,1.75,"Cal3","","",NA,NA,2
"416","90","Cd114",0.276031402475276,1,"Cal3","","",NA,NA,2
"417","90","Cr53",0.0462712386827021,1.5,"Cal3","","",NA,NA,2
"418","90","As75",0.0469251504603193,2,"Cal3","","",NA,NA,2
"419","90","Cd111",0.112717991590539,3.75,"Cal3","","",NA,NA,2
"420","90","Pb208",0.125681544010878,4.125,"Cal3","","",NA,NA,2
"421","91","As75",0.112750112594594,1.4,"Cal3","","",NA,NA,5
"422","91","Cd111",0.273444926935522,0.933333333333333,"Cal3","","",NA,NA,5
"423","91","Pb208",0.311469749268526,1.8,"Cal3","","",NA,NA,5
"424","91","Cr53",0.110106569610784,0.933333333333333,"Cal3","","",NA,NA,5
"425","91","Cd114",0.690350660280801,0.2,"Cal3","","",NA,NA,5
"426","91","Cr52",0.89949697099131,0.6,"Cal3","","",NA,NA,5
"427","92","Cr53",0.215937184813369,0.583333333333333,"Cal3","","",NA,NA,10
"428","92","Cr52",1.75761849668571,0.166666666666667,"Cal3","","",NA,NA,10
"429","92","Pb208",0.603453508092111,0.333333333333333,"Cal3","","",NA,NA,10
"430","92","As75",0.216496782280843,0.333333333333333,"Cal3","","",NA,NA,10
"431","92","Cd111",0.546076761828358,1.91666666666667,"Cal3","","",NA,NA,10
"432","92","Cd114",1.36146152453826,0.166666666666667,"Cal3","","",NA,NA,10
"433","93","Cd114",2.72715961921115,0.285714285714286,"Cal3","","",NA,NA,20
"434","93","Pb208",1.17805049831434,1,"Cal3","","",NA,NA,20
"435","93","Cr52",3.50542222330063,0.333333333333333,"Cal3","","",NA,NA,20
"436","93","Cr53",0.425534468737243,0.142857142857143,"Cal3","","",NA,NA,20
"437","93","As75",0.426969286737865,0.571428571428571,"Cal3","","",NA,NA,20
"438","93","Cd111",1.08935726942402,0.238095238095238,"Cal3","","",NA,NA,20
"439","94","Cr52",10.3337181433819,0.183673469387755,"Cal3","","",NA,NA,50
"440","94","Cr53",1.27157002231236,0.122448979591837,"Cal3","","",NA,NA,50
"441","94","As75",1.10065003173474,0.0408163265306122,"Cal3","","",NA,NA,50
"442","94","Cd111",3.25802064383251,0.102040816326531,"Cal3","","",NA,NA,50
"443","94","Cd114",8.10704962518624,0.102040816326531,"Cal3","","",NA,NA,50
"444","94","Pb208",3.11163444263022,0.224489795918367,"Cal3","","",NA,NA,50
"445","95","Cr52",17.9845876100613,0.266666666666667,"Cal3","","",NA,NA,100
"446","95","Cr53",2.17431865225775,0.0333333333333333,"Cal3","","",NA,NA,100
"447","95","Pb208",6.06888283691886,0.166666666666667,"Cal3","","",NA,NA,100
"448","95","As75",2.17354947596859,0.2,"Cal3","","",NA,NA,100
"449","95","Cd111",5.58180542619395,0.2,"Cal3","","",NA,NA,100
"450","95","Cd114",14.0077643241712,0.0666666666666667,"Cal3","","",NA,NA,100
"451","96","Cr52",90.3114087986326,0.177777777777778,"Cal3","","",NA,NA,500
"452","96","Cd114",71.7925439333231,0.0888888888888889,"Cal3","","",NA,NA,500
"453","96","Cr53",10.91409029501,0.155555555555556,"Cal3","","",NA,NA,500
"454","96","As75",10.9213679561594,0.155555555555556,"Cal3","","",NA,NA,500
"455","96","Cd111",27.9414318775092,0.177777777777778,"Cal3","","",NA,NA,500
"456","96","Pb208",31.2974042433607,0.111111111111111,"Cal3","","",NA,NA,500
"457","97","As75",23.5464193047255,0.7,"Cal3","","",NA,NA,1000
"458","97","Cr52",190.290308765173,0.2,"Cal3","","",NA,NA,1000
"459","97","Cr53",23.2439941266076,0.2,"Cal3","","",NA,NA,1000
"460","97","Pb208",64.3916919518316,0.3,"Cal3","","",NA,NA,1000
"461","97","Cd111",59.0415321367693,0.5,"Cal3","","",NA,NA,1000
"462","97","Cd114",150.600353007916,0.2,"Cal3","","",NA,NA,1000
